name,city,kind,item_id,place_id,primary_type,business_status,is_lodging,lodging_types,all_types
Stullen,Victoria,Cafe,6809d00a8fb333d4e52733b4,ChIJxT9LDHMFdkgR7jSrRm7OfOc,Sandwich shop,OPERATIONAL,,,"sandwich_shop, coffee_shop, cafe, food_store, store, restaurant, food, point_of_interest, establishment"
Suburbia Cafe,Uluwatu (Ungasan),Cafe,67481c8bbc56713bcc03a5d0,ChIJncHcno1b0i0RIuf4p9WPbP0,Cafe,OPERATIONAL,,,"cafe, coworking_space, bistro, diner, brunch_restaurant, coffee_shop, food_store, store, restaurant, food, point_of_interest, establishment"
Sunset Bamboo,Central,Cafe,67dbb8246c76d644eeb5437b,ChIJq1Z6eQsnHw0RToKOAo96mCs,Restaurant,OPERATIONAL,,,"restaurant, food, point_of_interest, establishment"
Superfood Canggu,Canggu,Cafe,65fa86d0e0379bf78d5245a8,ChIJf_Fxn6RH0i0RpToLiPTX1GY,Restaurant,OPERATIONAL,,,"restaurant, food, point_of_interest, establishment"
Surf Kitchen,Selong Belanak,Cafe,6619cfabd8e053c19e4af23c,ChIJeR-S9EmnzS0RuWTQdUgFobo,Restaurant,OPERATIONAL,,,"restaurant, wine_bar, sports_bar, coffee_shop, cocktail_bar, cafe, shipping_service, bar, food_store, store, food, service, point_of_interest, establishment"
Szikra Coworking,District 7,Coworking Space,67dbb81e05b2a7fae38f6dc5,ChIJfdXX6UXdQUcRZ5iYj8jsy5c,Coworking space,OPERATIONAL,,,"coworking_space, point_of_interest, establishment"
Söderberg Soho,Soho,Cafe,6809d0077a5c39fcdc92683c,ChIJ1fS0KFAFdkgR_wb5kGPXeqM,Cafe,CLOSED_PERMANENTLY,,,"cafe, scandinavian_restaurant, lounge_bar, brunch_restaurant, night_club, coffee_shop, bakery, bar, event_venue, european_restaurant, food_store, restaurant, food, store, point_of_interest, establishment"
TEMPT Cafe & Brunch,Old City,Cafe,67dbb821b2bb3bdb73a47b3f,ChIJbceAKQA72jAR0w5m2LqLe64,Coffee shop,OPERATIONAL,,,"coffee_shop, cafe, food_store, food, store, point_of_interest, establishment"
THINQTANQ,Stonehouse,Coworking Space,67f8adc6a4f7481d14a8a101,ChIJ_5XpPU2TbEgRBCAMO11ex_4,Coworking space,OPERATIONAL,,,"coworking_space, point_of_interest, establishment"
TLoft Coworking Space,Bang Rak,Coworking Space,674b37a4040573bdb642152a,ChIJ_TE8Vh-Z4jARHrbLApAm1z4,Coworking space,OPERATIONAL,,,"coworking_space, point_of_interest, establishment"
TMO Coffee Bali Kedungu Beach,Kedungu,Cafe,663291477cbacb36233e7c58,ChIJxwLIkG830i0ROHmqBD_v2nQ,Cafe,OPERATIONAL,,,"cafe, food, point_of_interest, establishment"
Talks kaviaren,Old Town,Cafe,66838ea4f54d17573352a8a5,ChIJDdIS4kiJbEcRWcp2ilUgWLU,Coffee Shop,OPERATIONAL,,,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment"
Tang Cafe,Silom,Cafe,677bc82c70de7bd5c1c99ed7,ChIJX8jtOQ-f4jARpmBnmBvWFB8,Coffee shop,OPERATIONAL,,,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment"
Taoni Cafe,Chalok,Cafe,67c1954568b5e977f37a9461,ChIJ69ohMWChVTARlQfi9w2ODSo,Restaurant,OPERATIONAL,,,"restaurant, brunch_restaurant, art_gallery, breakfast_restaurant, family_restaurant, cafe, french_restaurant, european_restaurant, italian_restaurant, food, point_of_interest, establishment"
Tarisa Cafe,Seseh,Cafe,6809d00b92fd7d3374c6311d,ChIJU9AwgJU50i0RhzXtnG4V7fA,Cafe,OPERATIONAL,,,"cafe, food, point_of_interest, establishment"
Teak Food&Bar,Old Town,Cafe,67dbb82e6a5781d34f54a3b2,ChIJk2os2Y1dNRMRwRJYqRBXDaQ,Coffee shop,OPERATIONAL,,,"coffee_shop, brunch_restaurant, hamburger_restaurant, wine_bar, mediterranean_restaurant, cocktail_bar, breakfast_restaurant, cafe, american_restaurant, bar, food_store, store, restaurant, food, point_of_interest, establishment"
Tease,Principe Real,Cafe,67dbb82b911faea0a7115d2c,ChIJ4X3WzX0zGQ0Rlel2cqKkBNc,Cafe,OPERATIONAL,,,"cafe, breakfast_restaurant, restaurant, food, point_of_interest, establishment"
Terra - Plant Based Food,Kuta,Cafe,6613fb823b8a53c412f490d0,ChIJv2fow5OpzS0RouOgHaNlYN4,Vegan Restaurant,CLOSED_TEMPORARILY,,,"vegan_restaurant, coworking_space, vegetarian_restaurant, cafe, restaurant, food, point_of_interest, establishment"
Tha Ploook,Wang Lang,Coworking Space,674b37a3713557a76c1b454a,ChIJkSByRIyZ4jARmPgcjvOjbyY,Coworking space,CLOSED_TEMPORARILY,,,"coworking_space, real_estate_agency, point_of_interest, service, establishment"
The Acai Girls Belgravia,Victoria,Cafe,6809d00a2b95fde8a6490648,ChIJ_wSoSioFdkgRe_-_6aYidPE,Cafe,OPERATIONAL,,,"cafe, coffee_shop, food_store, store, food, point_of_interest, establishment"
The Banyan Tree,Gili Trawangan,Cafe,6613fb8033b66fff075099d2,ChIJmZeNrf_dzS0RVtCD23tt7Qs,Vegetarian Restaurant,OPERATIONAL,,,"vegetarian_restaurant, cafe, vegan_restaurant, restaurant, food, point_of_interest, establishment"
The Baristro Asian Style,Suthep,Cafe,67c195475dfe681ca64b0399,ChIJ9T2bGy872jARyAyAWix9M0o,Cafe,OPERATIONAL,,,"cafe, food, point_of_interest, establishment"
The Barn Cafe,Mitte,Cafe,67dbb81c9d6996c79dc0407c,ChIJC-EDf-ZRqEcRiVrnNG31igA,Cafe,OPERATIONAL,,,"cafe, coffee_roastery, coffee_shop, food_store, store, food, point_of_interest, establishment"
The Barn Eatery And Design,Nimman,Cafe,67dbb81f1bbb0a6e72afdef2,ChIJ-xSCcH462jARWWlZ5Q_jBT0,Cafe,OPERATIONAL,,,"cafe, food, point_of_interest, establishment"
The Block Lisboa,Avenidas Novas,Coworking Space,67dbb8294d8a2c443942eaaa,ChIJsXrTNKEzGQ0Rt0Z2O9Lwvtg,Coworking space,OPERATIONAL,,,"coworking_space, event_venue, point_of_interest, establishment"
The Breakery,Kuta,Cafe,6619cfaca457f12b5e659e34,ChIJgciw__-pzS0RQ-FbG_5-nR8,Cafe,OPERATIONAL,,,"cafe, bakery, food_store, store, food, point_of_interest, establishment"
The Brew Eagle House - Shoreditch,Shoreditch,Coworking Space,6809d006443445c220870e8d,ChIJRctCV6YcdkgRGWntVepnddo,Coworking space,OPERATIONAL,,,"coworking_space, business_center, real_estate_agency, service, point_of_interest, establishment"
The Brick Startup Space,Nimman,Coworking Space,67dbb81fa4e8954f6bec58f8,ChIJ77ssGYY62jARQr_TRG_x19A,Coworking space,OPERATIONAL,,,"coworking_space, real_estate_agency, event_venue, service, point_of_interest, establishment"
The Capricorn Bali,Berawa,Cafe,6725a28f4e06a595785f5a6b,ChIJMcp8YJM50i0R-GSdHiNc-DY,Restaurant,OPERATIONAL,,,"restaurant, food, point_of_interest, establishment"
The Capsule,Central,Cafe,682f68cea052aea1cac1d918,ChIJO97GaignHw0RL_xxVObtEzQ,Coffee shop,OPERATIONAL,,,"coffee_shop, coffee_roastery, cafe, food_store, food, store, point_of_interest, establishment"
The Cashew Tree,Uluwatu (Bingin),Cafe,65fa86d0e0379bf78d5247ab,ChIJUxiPm0dF0i0RagUyxqyib8c,Restaurant,OPERATIONAL,,,"restaurant, vegan_restaurant, vegetarian_restaurant, food, point_of_interest, establishment"
The Charivari Drinkery,Vechta,Cafe,6666b0d0d81191c395dfb918,ChIJB9OFyGlIt0cRIjWPfFfIuA4,Cafe,OPERATIONAL,,,"cafe, breakfast_restaurant, bar, lawyer, consultant, service, restaurant, food, point_of_interest, establishment"
The Chelsea Gardener Cafe,Chelsea,Cafe,67d0057f2b0f8cde8c058611,ChIJW-a3mMwFdkgRqrF2d4aQmwA,Coffee shop,OPERATIONAL,,,"coffee_shop, cafe, point_of_interest, food_store, store, food, establishment"
The Clement Rooms by Spacemade,Fleet Street,Coworking Space,67d52fb0111e2972054ec208,ChIJfcf50yUFdkgR35m0xoJLmms,Real estate agency,OPERATIONAL,,,"real_estate_agency, point_of_interest, service, establishment"
The Co-Spaces (Downtown Dubai),Downtown Dubai,Coworking Space,67dbb830a75607567a511206,ChIJ4Qr6TSloXz4Ru9Irol1mfUQ,Coworking space,OPERATIONAL,,,"coworking_space, educational_institution, point_of_interest, establishment"
The Coffee Academics,Lumphini,Cafe,674b37a27d4012b5ceec15e2,ChIJBZ2Lh26D4jARl-Pd1HQXWG4,Coffee shop,OPERATIONAL,,,"coffee_shop, coffee_roastery, cafe, restaurant, point_of_interest, food_store, store, food, establishment"
The Coffee Club - Shama Hotel,Khlong Toei,Cafe,674b37a246b1507886392741,ChIJQS8SSPif4jARIHnKCe-eX8w,Coffee shop,OPERATIONAL,,,"coffee_shop, cafe, food_store, food, store, point_of_interest, establishment"
The Coffee House,Da Nang,Cafe,6666b0480d9304729217b288,ChIJu0Ud-tsZQjERupkb3A3mxro,Coffee Shop,OPERATIONAL,,,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment"
The Cofreze,Nimman,Cafe,67dbb820ee26f6b1058f4a7f,ChIJjwHURuQ72jARIJg860g08CU,Coffee shop,OPERATIONAL,,,"coffee_shop, cafe, point_of_interest, food_store, store, food, establishment"
The Common,Canggu,Cafe,65fa86d0e0379bf78d52457f,ChIJHzyhoW450i0Rub7_EEvisDY,Cafe,OPERATIONAL,,,"cafe, californian_restaurant, brunch_restaurant, breakfast_restaurant, taco_restaurant, coffee_shop, mexican_restaurant, cocktail_bar, american_restaurant, food_store, bar, store, restaurant, food, point_of_interest, establishment"
The Daun Cafe,Canggu,Cafe,65fa86d0e0379bf78d524588,ChIJ1_XOtHg40i0R6eyPmtRK6bc,Cafe,OPERATIONAL,,,"cafe, bistro, coffee_shop, food_store, store, restaurant, food, point_of_interest, establishment"
The Daun Coworking,Canggu,Coworking Space,6631c9da9facf5b27d131d77,ChIJ1_XOtHg40i0R6eyPmtRK6bc,Cafe,OPERATIONAL,,,"cafe, bistro, coffee_shop, food_store, store, restaurant, food, point_of_interest, establishment"
The Factory Cafe,Sairee Beach,Cafe,67c19548e7cd2d963f1c40a9,ChIJx-n4wJmhVTARGM6J_0izLko,Coffee shop,OPERATIONAL,,,"coffee_shop, breakfast_restaurant, cafe, food_store, store, restaurant, food, point_of_interest, establishment"
The Fleet Street Press,Fleet Street,Cafe,6809cfffab3e78356fccc2e1,ChIJ7bbVobQEdkgRITbFGuray3E,Coffee shop,OPERATIONAL,,,"coffee_shop, coffee_roastery, cafe, food_store, store, food, point_of_interest, establishment"
The Gingerbread House,Phra Nakhon,Cafe,674b37a2926734b936a25b34,ChIJMf5R3fKZ4jAR2u3T8ESth9k,Dessert restaurant,OPERATIONAL,,,"dessert_restaurant, coffee_shop, cafe, food_store, store, restaurant, food, point_of_interest, establishment"
The Glass House,Long Beach,Cafe,67d509dad0b07d0b71f60dbc,ChIJQYdP0BUDTjARdQyM4t6bqz0,Coffee shop,OPERATIONAL,,,"coffee_shop, coworking_space, breakfast_restaurant, korean_restaurant, cafe, bakery, japanese_restaurant, thai_restaurant, restaurant, food_store, store, point_of_interest, food, establishment"
The Great Room Gaysorn Tower,Siam,Coworking Space,674b37a38dfb7342938a26df,ChIJIwI6ULWf4jARLXyjDdUgJLU,Coworking space,OPERATIONAL,,,"coworking_space, business_center, event_venue, real_estate_agency, point_of_interest, service, establishment"
The Hideout Cafe,Da Nang,Cafe,6666b0484ddea593c1fcc797,ChIJKbpWc6IXQjERMZMSscftz9I,Cafe,OPERATIONAL,,,"cafe, food, point_of_interest, establishment"
The Hive Prakanong,Phra Khanong,Coworking Space,674b37a37d4012b5ceec1777,ChIJy2nfermf4jARCOcOF_ChsjY,Coworking space,OPERATIONAL,,,"coworking_space, business_center, event_venue, point_of_interest, service, establishment"
The Hive Thonglor,Thonglor,Coworking Space,674b37a3e6116045f05e6dc5,ChIJk29fqVWe4jARpjO_NU9jqPk,Coworking space,OPERATIONAL,,,"coworking_space, business_center, event_venue, service, point_of_interest, establishment"
The Hub by Lokal Lab,General Luna,Cafe,67246a3abe3e0525fa25c478,ChIJLfL377v3AzMRvZZfmH_BYJU,Restaurant,OPERATIONAL,,,"restaurant, snack_bar, event_venue, meal_takeaway, food, point_of_interest, establishment"
The Hula,Pererenan,Cafe,6725a28e9bbcd67059bd4714,ChIJczNO87850i0Rrb7gpsT2v2k,Breakfast Restaurant,OPERATIONAL,,,"breakfast_restaurant, cafe, restaurant, food, point_of_interest, establishment"
The Kavarna.,Vinohrady,Cafe,67dbb82d911faea0a7115e04,ChIJx16rKISUC0cRYopcgafydOs,Coffee shop,OPERATIONAL,,,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment"
The Landing by Spacemade,Putney,Coworking Space,67d52fb095de9f5015c35919,ChIJuaSoF78PdkgR06mEadF-Kyo,Real estate agency,OPERATIONAL,,,"coworking_space, real_estate_agency, point_of_interest, service, establishment"
The Laundry,Brixton,Cafe,66edafbbd1ce4a25b222f350,ChIJ4XvJ6ccFdkgRCT8xJ-qMFqk,Bistro,OPERATIONAL,,,"bistro, brunch_restaurant, family_restaurant, catering_service, breakfast_restaurant, food_delivery, cafe, cocktail_bar, wine_bar, restaurant, food, bar, service, point_of_interest, establishment"
The Living Room,Pererenan,Cafe,660ca83efdd0e5b112e8fabe,ChIJTQHmvbU50i0Rs6dGvIJ4pus,Cafe,OPERATIONAL,,,"cafe, food, point_of_interest, establishment"
The Local Beans,Hai Chau,Cafe,67c19543b0d618a06b16449c,ChIJZ-P8KgAZQjERSzFxeVWi-7Y,Coffee shop,OPERATIONAL,,,"coffee_shop, coworking_space, coffee_roastery, cafe, point_of_interest, food_store, store, food, establishment"
The Locals Chelsea,Chelsea,Cafe,67d0058079b300bc140abc9f,ChIJExT_zBsFdkgRu1BTxaZT4vs,Cafe,OPERATIONAL,,,"cafe, brunch_restaurant, restaurant, food, point_of_interest, establishment"
The Lodge,Munggu,Cafe,663291466a35f48bfee85a1a,ChIJnxCxYao50i0RQjwhtH82eBU,Hotel,OPERATIONAL,YES,"camping_cabin, hotel, lodging","hotel, camping_cabin, lodging, point_of_interest, establishment"
The Loft,Uluwatu (Bingin),Cafe,65fa86d0e0379bf78d5247a5,ChIJy3VtGlZF0i0RDXnEY1cIVi8,Restaurant,OPERATIONAL,,,"cafe, restaurant, food, point_of_interest, establishment"
The Miners Coffee Churchill,Vinohrady,Cafe,67dbb82dfd6d8320609aacf4,ChIJY02fMGyVC0cRbvdSZT2Wgrg,Coffee shop,OPERATIONAL,,,"coffee_shop, cafe, point_of_interest, food_store, store, food, establishment"
The Miners Coffee JZP,Vinohrady,Cafe,67dbb82d4c5a803673f3d8d5,ChIJFSeVQKOVC0cRed9iUJ8saFY,Coffee shop,OPERATIONAL,,,"coffee_shop, cafe, food_store, store, point_of_interest, food, establishment"
"The Ministry, Borough | Workspace & Members' Club",Borough,Coworking Space,66edafbaf8ed8e1c2284762b,ChIJbXN6NaEEdkgRUnvLLRaBz5g,Coworking Space,OPERATIONAL,,,"coworking_space, fitness_center, bar, gym, deli, event_venue, food_store, sports_activity_location, school, educational_institution, store, health, food, point_of_interest, service, establishment"
The Observatory Coffee Shop,Bloomsbury,Cafe,6809d29f79bb466f4f66fecc,ChIJ1_7qnTAbdkgRqRD9PM7gcZk,Coffee shop,CLOSED_TEMPORARILY,,,"coffee_shop, brunch_restaurant, gift_shop, breakfast_restaurant, cafe, tea_house, event_venue, food_store, store, restaurant, food, point_of_interest, establishment"
The Ohm Cafe,General Luna,Cafe,67246a3add2bc1bc91c944a2,ChIJ-VvzeIMJBDMREzlZxoT8Sic,Restaurant,OPERATIONAL,,,"restaurant, brunch_restaurant, coffee_shop, coworking_space, swimming_pool, vegetarian_restaurant, breakfast_restaurant, cafe, indian_restaurant, bar, sports_activity_location, food_store, store, food, point_of_interest, establishment"
The Park East,Bang Na,Coworking Space,674b37a4dd188bc8871b7d9a,ChIJoa6NZgeh4jAR094crhZCfcI,Coworking space,OPERATIONAL,,,"coworking_space, real_estate_agency, service, point_of_interest, establishment"
The Pedlar,Vieng Tai,Cafe,67dbb82c9d6996c79dc04c15,ChIJwwCL7IqB2jARzPLCZxRvi3g,Coffee shop,OPERATIONAL,,,"coffee_shop, cafe, point_of_interest, food_store, store, food, establishment"
The Place with No Name,Uluwatu (Bingin),Cafe,65fa86d0e0379bf78d5247a7,ChIJL5wvDTJF0i0RYyEQUZ6mUDg,Restaurant,CLOSED_PERMANENTLY,,,"restaurant, breakfast_restaurant, food, point_of_interest, establishment"
The Roasting,Pimlico,Cafe,6809d0052b95fde8a64903e3,ChIJL8_CTOAEdkgRBetnQFdOWw8,Coffee shop,OPERATIONAL,,,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment"
The Royal Rawness,Marvila,Cafe,67dbb82b2484dbfd03be1f86,ChIJ6SEPepIzGQ0R7NDjs4Wva88,Coffee roastery,OPERATIONAL,,,"coffee_roastery, cafe, supplier, wholesaler, service, point_of_interest, food, establishment"
The Seaside Cafe,Wok Tum,Cafe,6784e21497020a242c7159d0,ChIJHXSW2TH_VDAR306ONc_Re34,Cafe,OPERATIONAL,,,"cafe, restaurant, food, point_of_interest, establishment"
The Sentry C,District 1,Coworking Space,67dbb8277b580966f91db169,ChIJhT3ZOBcvdTERLS0Qo5jqrPQ,Coworking space,OPERATIONAL,,,"coworking_space, point_of_interest, establishment"
The Sentry P,District 2,Coworking Space,67dbb8281b29a29f6ac57537,ChIJ-TRnnhcndTERUkcpKy_C1gQ,Coworking space,OPERATIONAL,,,"coworking_space, point_of_interest, establishment"
The Sentry Z,District 1,Coworking Space,67dbb82621ae962504f35e1f,ChIJ46NnV24vdTERWZL-ZzogsaQ,Coworking space,OPERATIONAL,,,"coworking_space, point_of_interest, establishment"
The Shed CoWorking,Salamanca,Coworking Space,67c195450c9b98325f98217b,ChIJwf-Ed70oQg0R8scDRHMbmz4,Coworking space,OPERATIONAL,,,"coworking_space, corporate_office, business_center, event_venue, point_of_interest, service, establishment"
The Shell Lounge: Resturant and Beach Bar,Hin Kong,Cafe,6784e211053e82772ef952a7,ChIJpflxN6__VDARLjRtpUL-CYg,Restaurant,OPERATIONAL,,,"restaurant, point_of_interest, food, establishment"
The Social Hub Coworking Barcelona Poblenou,Poblenou,Coworking Space,6809cff4146566dc3d30aefe,ChIJz1qORhGjpBIRucNFtGw8JgA,Coworking space,OPERATIONAL,,,"coworking_space, point_of_interest, establishment"
The Solimans,Seseh,Cafe,66329146b0f77cf9fe43cd3d,ChIJs805q1k50i0R5YW7EIQL4yU,Restaurant,OPERATIONAL,,,"restaurant, food, point_of_interest, establishment"
The Space Bali,Uluwatu (Bingin),Coworking Space,65fa86d0e0379bf78d52469e,ChIJr744Q8ZF0i0Rex2ge-AMfc0,Yoga Studio,OPERATIONAL,,,"yoga_studio, coworking_space, sports_school, sports_complex, fitness_center, gym, sports_activity_location, health, point_of_interest, establishment"
The Spell Creperie,Ubud,Cafe,6600e81807fad7c7a15f2788,ChIJffg-lGs90i0RvbigvaRCFFs,Dessert Shop,OPERATIONAL,,,"breakfast_restaurant, vegan_restaurant, vegetarian_restaurant, french_restaurant, coffee_shop, cafe, dessert_shop, confectionery, food_store, european_restaurant, store, restaurant, food, point_of_interest, establishment"
"The Spot, Coworking Space",Kuta,Coworking Space,6619cfaba457f12b5e659d47,ChIJc_w0U82pzS0RHiNF8a-g31Q,Restaurant,OPERATIONAL,,,"restaurant, coworking_space, pub, bar, food, point_of_interest, establishment"
The Story 106,Old City,Cafe,660a66350b296d0efa1274b5,ChIJsR9NjXM72jARLF49G-h_OOU,Coffee Shop,OPERATIONAL,,,"coffee_shop, coworking_space, breakfast_restaurant, brunch_restaurant, cafe, food_store, store, restaurant, food, point_of_interest, establishment"
The Urban Office,Sukhumvit,Coworking Space,674b37a4464b231db2ce0ba6,ChIJew1mBgGf4jARm5MCHcXT1qc,Coworking space,OPERATIONAL,,,"coworking_space, business_center, service, point_of_interest, establishment"
The Urban Office Asoke,Sukhumvit (Asoke),Coworking Space,674b37a4aa9025ffb5998386,ChIJlxMDlnGf4jARO6bixKWcEX8,Coworking space,OPERATIONAL,,,"coworking_space, point_of_interest, establishment"
The Urban Office Phra Khanong,Phra Khanong,Coworking Space,674b37a4ab62ac5800dbe0e8,ChIJFZHVx3Kf4jARhdrQYEuUgbc,Coworking space,OPERATIONAL,,,"coworking_space, business_center, service, point_of_interest, establishment"
The Work Loft Silom,Sathon,Coworking Space,674b37a4e6116045f05e6e6e,ChIJ8UI3DSyf4jARARZlmXaiFLQ,Coworking space,OPERATIONAL,,,"coworking_space, business_center, event_venue, point_of_interest, service, establishment"
The WorkWell @EC1,Angel,Coworking Space,6809cff6b0476ee3035a449e,ChIJETqSh1sbdkgRB1qu3p_ULOc,Real estate agency,OPERATIONAL,,,"real_estate_agency, point_of_interest, service, establishment"
The Workers' League Blackheath,Blackheath,Coworking Space,6809cff82b95fde8a648fd90,ChIJt1xVGvGp2EcRIB3EEf5eFlc,Coworking space,OPERATIONAL,,,"coworking_space, point_of_interest, establishment"
The Workers' League Bonhill Street,Old Street,Coworking Space,6809d0049b273d029c33ad94,ChIJsURprbwddkgRMrYOXxxGHp8,Coworking space,CLOSED_TEMPORARILY,,,"coworking_space, real_estate_agency, service, point_of_interest, establishment"
The Workspace - By Amparo,Machico,Coworking Space,664fb8982673479a5d6dcc4d,ChIJB-cWS1hjYAwRS-u2EZd-ly8,Coworking Space,CLOSED_PERMANENTLY,,,"coworking_space, point_of_interest, establishment"
The Xym Cafe,Hai Ya,Cafe,67c195478b996d4ced6233ff,ChIJ67E5gXow2jARLb1v76lFcKk,Coffee shop,OPERATIONAL,,,"coffee_shop, cafe, point_of_interest, food_store, store, food, establishment"
Thens.coffee,Hai Chau,Cafe,67c195432ca7b17c4cfd82c9,ChIJd7ZsJvMZQjER2n-dH5nqiRc,Coffee shop,OPERATIONAL,,,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment"
Think SOciety Coworking Space & Coffee,Bang Na,Coworking Space,674b37a4fbc7383b4c995215,ChIJrQJKCQOg4jARSRqoFP-P2y0,Coworking space,OPERATIONAL,,,"coworking_space, store, point_of_interest, establishment"
Three O'clock Nguyen Dinh Chieu,District 3,Cafe,67dbb828af3498ee80e1236c,ChIJ-wtbte4vdTERIU0BCYo7AT4,Coffee shop,CLOSED_PERMANENTLY,,,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment"
Thuc Coffee Ly Tu Trong,District 1,Cafe,67dbb8271b29a29f6ac574d1,ChIJRXSYCjgvdTERdEhINLe19Os,Coffee shop,OPERATIONAL,,,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment"
Time To Cowork,Cais do Sodre,Coworking Space,6809cff59b7082d7ab261209,ChIJA3nCiDo1GQ0RJsUaadfc9yg,Coworking space,CLOSED_PERMANENTLY,,,"coworking_space, corporate_office, point_of_interest, establishment"
Tiny Cup Cafe,Thonglor,Cafe,674b37a2334d8fa6dd9140a0,ChIJEYK-S1Ke4jARoB8EQyagLWc,Cafe,OPERATIONAL,,,"cafe, restaurant, food, point_of_interest, establishment"
Toby's at Noble Play,Phloen Chit,Cafe,67dbb81807076504f2483654,ChIJB4m2sYif4jARauzfFyBQB8M,Brunch restaurant,OPERATIONAL,,,"brunch_restaurant, breakfast_restaurant, restaurant, point_of_interest, food, establishment"
Together Cafe Koh Lanta,Long Beach,Cafe,67d509da9f95d7192f5afc42,ChIJKYBZjNUDTjARDB-XHytdn-g,Restaurant,OPERATIONAL,,,"restaurant, brunch_restaurant, food, point_of_interest, establishment"
Tom&Serg,Al Quoz,Cafe,67dbb8230a49e102711f66f2,ChIJj3fdMipqXz4RFMG6snLxSaY,Restaurant,OPERATIONAL,,,"restaurant, cafe, food, point_of_interest, establishment"
Tomorrow X,Haad Salad,Cafe,6784e21228014e1b748e7410,ChIJiR3q4-oBVTAR6WF_SIjU7Y8,Cafe,OPERATIONAL,,,"cafe, bar, food, point_of_interest, establishment"
Too Fast To Sleep - Siam,Siam,Cafe,674b37a2cc980781b21b0d0f,ChIJC9rRGF2f4jARS16rtqx_T3g,Cafe,CLOSED_PERMANENTLY,,,"cafe, internet_cafe, coworking_space, restaurant, food, service, point_of_interest, establishment"
Torrefaktum - Kaffeeroesterei,Ottensen,Cafe,67dbb8261b29a29f6ac573f3,ChIJtxsSFo6FsUcRIUl7TXtQ4uI,Coffee roastery,CLOSED_TEMPORARILY,,,"coffee_roastery, coffee_shop, cafe, food_store, store, food, point_of_interest, establishment"
Torst,Pererenan,Cafe,6667f39d4620266c4db3b397,ChIJXYKZxrM50i0RexqucElUTTE,Coffee Shop,OPERATIONAL,,,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment"
Tostao,L'Eixample Dreta,Cafe,67dbb819e95b63f8187dfe1d,ChIJr7EifO-ipBIRTHR_RRatzQ4,Cafe,OPERATIONAL,,,"cafe, bakery, food_store, food, store, point_of_interest, establishment"
Touche,Pererenan,Cafe,65fa86d0e0379bf78d52457a,ChIJx2GvT6U50i0R63BCiKSluUw,Cafe,OPERATIONAL,,,"cafe, coffee_shop, food_store, store, restaurant, food, point_of_interest, establishment"
Tree House Cafe,Chalok,Cafe,67c195468c90db03472505bd,ChIJrSJtMZyhVTAREUd1D6488NU,Thai restaurant,OPERATIONAL,,,"thai_restaurant, restaurant, food, point_of_interest, establishment"
Tribal Bali Coworking Hostel,Pererenan,Cafe,65fa86d0e0379bf78d5244d6,ChIJH4qy2jI50i0RIKy3qMSsdYc,Hostel,OPERATIONAL,YES,"hostel, lodging","hostel, coworking_space, cafe, lodging, food, point_of_interest, establishment"
Tribe Social Club - Coworking,Bairro Alto,Coworking Space,6809cff57a5c39fcdc925c4d,ChIJkXZMFQA1GQ0RovxB_uOSRr0,Community center,CLOSED_TEMPORARILY,,,"community_center, event_venue, service, point_of_interest, establishment"
Tropical Nomad Members Area,Canggu,Coworking Space,65fa86d0e0379bf78d5244af,ChIJvf4Cf7pF0i0RGVMhsUCiNBY,Coworking Space,OPERATIONAL,,,"coworking_space, point_of_interest, establishment"
Tropical Nomad Non-Members Area,Canggu,Cafe,65fa86d0e0379bf78d52468d,ChIJ6fBvIpg50i0R8764BCFFN60,Coworking Space,OPERATIONAL,,,"coworking_space, yoga_studio, fitness_center, gym, coffee_shop, cafe, event_venue, sports_complex, sports_school, food_store, sports_activity_location, store, health, food, point_of_interest, establishment"
True Coffee Emquartier,Sukhumvit,Cafe,674b37a2040573bdb642132f,ChIJ-Q4V9AGf4jARlIFGXkXHubY,Coffee shop,OPERATIONAL,,,"coffee_shop, cafe, food_store, store, point_of_interest, food, establishment"
Twenty Eight Cafe,Bugis,Cafe,67dbb81e4c69903847e6c41f,ChIJERQVObwZ2jERYTdCKJW4gog,Cafe,OPERATIONAL,,,"cafe, food, point_of_interest, establishment"
Two Face / Coffee & Brunch,Canggu,Cafe,6631c9dbcd830ff47f64b1cf,ChIJq42lSa850i0RziccPzDJXhU,Cafe,OPERATIONAL,,,"cafe, brunch_restaurant, breakfast_restaurant, coffee_shop, food_store, store, restaurant, food, point_of_interest, establishment"
UNBOX Community - API World Tower,WTC,Coworking Space,67dbb824911faea0a7115876,ChIJcYFCl-RDXz4RVEjjzdZlevo,Coworking space,OPERATIONAL,,,"coworking_space, business_center, real_estate_agency, service, point_of_interest, establishment"
UNCLE Cafe,Srithanu,Cafe,6784e21aed4a0ca08cff1115,ChIJGQRapQ4BVTARcQ4tifhtjBg,Cafe,OPERATIONAL,,,"cafe, point_of_interest, food, establishment"
